#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AADACL2	SUCNR1	9606.ENSP00000348911	9606.ENSP00000355156	0	0	0	0	0.054	0	0	0.714	0.718
RC3H2	BRWD1	9606.ENSP00000362774	9606.ENSP00000330753	0	0	0	0	0.599	0	0	0	0.599
RC3H2	FXR1	9606.ENSP00000362774	9606.ENSP00000350170	0	0	0	0	0	0.474	0	0.057	0.482
RC3H2	CNOT7	9606.ENSP00000362774	9606.ENSP00000355279	0	0	0	0	0.062	0.556	0	0.285	0.676
RC3H2	YTHDF3	9606.ENSP00000362774	9606.ENSP00000478490	0	0	0	0	0	0.461	0	0	0.461
RC3H2	MYSM1	9606.ENSP00000362774	9606.ENSP00000418734	0	0	0	0	0.640	0	0	0	0.640
RC3H2	MED13	9606.ENSP00000362774	9606.ENSP00000380888	0	0	0	0	0.648	0	0	0	0.648
RCHY1	MDM2	9606.ENSP00000321239	9606.ENSP00000258149	0	0	0	0	0	0.486	0	0.696	0.837
RCHY1	FBXW7	9606.ENSP00000321239	9606.ENSP00000281708	0	0	0	0	0	0.102	0	0.366	0.406
RCHY1	MSL2	9606.ENSP00000321239	9606.ENSP00000311827	0	0	0	0	0	0	0	0.458	0.457
RCHY1	UBA6	9606.ENSP00000321239	9606.ENSP00000313454	0	0	0	0	0.065	0	0	0.487	0.500
RCHY1	CPNE8	9606.ENSP00000321239	9606.ENSP00000329748	0	0	0	0	0	0	0	0.606	0.606
RDX	EPS8	9606.ENSP00000384136	9606.ENSP00000281172	0	0	0	0	0.062	0	0	0.466	0.478
RDX	LRRK2	9606.ENSP00000384136	9606.ENSP00000298910	0	0	0	0	0	0.281	0	0.603	0.703
RDX	HSPA4	9606.ENSP00000384136	9606.ENSP00000302961	0	0	0	0	0.065	0.284	0	0.205	0.421
RDX	PLS1	9606.ENSP00000384136	9606.ENSP00000336831	0	0	0	0	0.062	0.287	0	0.234	0.443
RDX	DLG1	9606.ENSP00000384136	9606.ENSP00000345731	0	0	0	0	0.066	0.100	0	0.477	0.522
RDX	PLS3	9606.ENSP00000384136	9606.ENSP00000348163	0	0	0	0	0.117	0.478	0	0.211	0.605
RDX	RAP1A	9606.ENSP00000384136	9606.ENSP00000358723	0	0	0	0	0.063	0.105	0	0.637	0.669
RDX	MST4	9606.ENSP00000384136	9606.ENSP00000377867	0	0	0	0	0.112	0.071	0	0.514	0.564
RDX	KRIT1	9606.ENSP00000384136	9606.ENSP00000378015	0	0	0	0	0.063	0	0	0.501	0.513
RDX	LATS1	9606.ENSP00000384136	9606.ENSP00000437550	0	0	0	0	0.062	0.143	0	0.400	0.475
RDX	LAMP2	9606.ENSP00000384136	9606.ENSP00000408411	0	0	0	0	0.069	0.071	0	0.441	0.475
RDX	GNA13	9606.ENSP00000384136	9606.ENSP00000400717	0	0	0	0	0.052	0.270	0	0.328	0.495
RDX	VEZT	9606.ENSP00000384136	9606.ENSP00000410083	0	0	0	0	0.059	0	0	0.537	0.547
RDX	PPP1R12A	9606.ENSP00000384136	9606.ENSP00000389168	0	0	0	0	0.065	0.180	0	0.658	0.715
RFX7	KIAA1715	9606.ENSP00000453281	9606.ENSP00000272748	0	0	0	0	0	0	0	0.580	0.580
RGS7BP	AQP4	9606.ENSP00000334851	9606.ENSP00000372654	0	0	0	0	0.404	0	0	0	0.404
RGS7BP	KCTD16	9606.ENSP00000334851	9606.ENSP00000426548	0	0	0	0	0.222	0	0	0.285	0.420
RGS7BP	OPRM1	9606.ENSP00000334851	9606.ENSP00000394624	0	0	0	0	0.062	0	0	0.425	0.437
RGS7BP	GHR	9606.ENSP00000334851	9606.ENSP00000483403	0	0	0	0	0	0	0	0.463	0.463
RGS7BP	DFNB59	9606.ENSP00000334851	9606.ENSP00000386647	0	0	0	0	0	0	0	0.465	0.465
RICTOR	PIK3C3	9606.ENSP00000296782	9606.ENSP00000262039	0	0	0	0	0.094	0.332	0	0.498	0.670
RICTOR	PPARGC1A	9606.ENSP00000296782	9606.ENSP00000264867	0	0	0	0	0	0	0	0.400	0.400
RICTOR	PIK3C2A	9606.ENSP00000296782	9606.ENSP00000265970	0	0	0	0	0.064	0.332	0	0.240	0.483
RICTOR	ATM	9606.ENSP00000296782	9606.ENSP00000278616	0	0	0	0	0.081	0	0	0.420	0.445
RICTOR	FBXW7	9606.ENSP00000296782	9606.ENSP00000281708	0	0	0	0	0.103	0.486	0	0.466	0.732
RICTOR	PRKAA2	9606.ENSP00000296782	9606.ENSP00000360290	0	0	0	0	0.063	0	0	0.417	0.430
RICTOR	PIK3R1	9606.ENSP00000296782	9606.ENSP00000428056	0	0	0	0	0.062	0	0	0.456	0.467
RICTOR	SHOC2	9606.ENSP00000296782	9606.ENSP00000358464	0	0	0	0	0.090	0	0	0.445	0.474
RICTOR	NRAS	9606.ENSP00000296782	9606.ENSP00000358548	0	0	0	0	0.052	0.307	0	0.393	0.567
RICTOR	SESN3	9606.ENSP00000296782	9606.ENSP00000441927	0	0	0	0	0.062	0	0.360	0.629	0.758
RICTOR	EIF4E	9606.ENSP00000296782	9606.ENSP00000425561	0	0	0	0	0	0	0	0.767	0.767
RICTOR	HSPA4	9606.ENSP00000296782	9606.ENSP00000302961	0	0	0	0	0	0.339	0	0.755	0.831
RIMS1	GABRA6	9606.ENSP00000428417	9606.ENSP00000274545	0	0	0	0	0.310	0	0	0.424	0.585
RIMS1	RAB3C	9606.ENSP00000428417	9606.ENSP00000282878	0	0	0	0	0.233	0.213	0	0.588	0.729
RIMS1	GRIA2	9606.ENSP00000428417	9606.ENSP00000296526	0	0	0	0	0.293	0.062	0	0.298	0.494
RIMS1	STXBP5	9606.ENSP00000428417	9606.ENSP00000321826	0	0	0	0	0.108	0	0	0.387	0.430
RIMS1	SCN2A	9606.ENSP00000428417	9606.ENSP00000364586	0	0	0	0	0.231	0.070	0	0.268	0.431
RIMS1	GABRA1	9606.ENSP00000428417	9606.ENSP00000393097	0	0	0	0	0.313	0	0	0.251	0.463
RIMS1	SYT16	9606.ENSP00000428417	9606.ENSP00000478637	0	0	0	0	0.160	0	0	0.347	0.429
RIMS1	LIN7A	9606.ENSP00000428417	9606.ENSP00000447488	0	0	0	0	0.085	0	0.900	0.124	0.912
RIMS2	SYT16	9606.ENSP00000262231	9606.ENSP00000478637	0	0	0	0	0.155	0	0	0.348	0.426
RIMS2	MTF2	9606.ENSP00000262231	9606.ENSP00000359321	0	0	0	0	0	0	0	0.438	0.438
RIMS2	SYT14	9606.ENSP00000262231	9606.ENSP00000355986	0	0	0	0	0.161	0	0	0.437	0.508
RIMS2	RAB3C	9606.ENSP00000262231	9606.ENSP00000282878	0	0	0	0	0.205	0.391	0	0.821	0.906
RIOK2	TWISTNB	9606.ENSP00000283109	9606.ENSP00000222567	0	0	0	0	0.724	0	0	0.107	0.743
RIOK2	EIF2S1	9606.ENSP00000283109	9606.ENSP00000256383	0	0	0	0	0.162	0	0	0.314	0.400
RIOK2	TLK1	9606.ENSP00000283109	9606.ENSP00000411099	0	0	0	0	0.086	0	0	0.393	0.422
RIOK2	SLCO4C1	9606.ENSP00000283109	9606.ENSP00000309741	0	0	0	0	0	0	0	0.595	0.595
RIOK2	XPO1	9606.ENSP00000283109	9606.ENSP00000384863	0	0	0	0	0.064	0.157	0	0.595	0.653
RIOK2	EIF2A	9606.ENSP00000283109	9606.ENSP00000417229	0	0	0	0	0.525	0.345	0	0.043	0.676
RIOK2	WDR75	9606.ENSP00000283109	9606.ENSP00000314193	0	0	0	0	0.684	0	0	0.063	0.691
RIOK2	WDR36	9606.ENSP00000283109	9606.ENSP00000423067	0	0	0	0	0.832	0	0	0.194	0.859
RLIM	MDM2	9606.ENSP00000328059	9606.ENSP00000258149	0	0	0	0	0.062	0.270	0	0.211	0.413
RLIM	RPS6KA6	9606.ENSP00000328059	9606.ENSP00000262752	0	0	0	0	0.273	0	0	0.343	0.502
RLIM	ALG13	9606.ENSP00000328059	9606.ENSP00000378260	0	0	0	0	0.345	0.073	0	0.123	0.421
RLIM	HDAC2	9606.ENSP00000328059	9606.ENSP00000430432	0	0	0	0	0.062	0.281	0	0.332	0.510
RLIM	BRWD3	9606.ENSP00000328059	9606.ENSP00000362372	0	0	0	0	0.445	0.105	0	0.291	0.617
RLIM	SSBP2	9606.ENSP00000328059	9606.ENSP00000483921	0	0	0	0	0	0	0	0.629	0.629
RLIM	CHIC1	9606.ENSP00000328059	9606.ENSP00000362601	0	0	0	0	0.256	0	0	0.797	0.842
RMI1	RAD51AP1	9606.ENSP00000317039	9606.ENSP00000228843	0	0	0	0	0.215	0	0.600	0.220	0.733
RMI1	POLK	9606.ENSP00000317039	9606.ENSP00000241436	0	0	0	0	0.066	0	0.900	0.103	0.908
RMI1	BRIP1	9606.ENSP00000317039	9606.ENSP00000259008	0	0	0	0	0.125	0.070	0.900	0.177	0.924
RMI1	NBN	9606.ENSP00000317039	9606.ENSP00000265433	0	0	0	0	0.110	0	0.600	0.374	0.758
RMI1	ATM	9606.ENSP00000317039	9606.ENSP00000278616	0	0	0	0	0.064	0.104	0.600	0.553	0.830
RMI1	MAD2L1	9606.ENSP00000317039	9606.ENSP00000296509	0	0	0	0	0.237	0	0	0.438	0.552
RMI1	WRN	9606.ENSP00000317039	9606.ENSP00000298139	0	0	0	0	0.104	0.368	0.600	0.809	0.950
RMI1	HLTF	9606.ENSP00000317039	9606.ENSP00000308944	0	0	0	0	0.119	0.058	0	0.525	0.572
RMI1	UBE2V2	9606.ENSP00000317039	9606.ENSP00000428209	0	0	0	0	0.077	0	0	0.382	0.405
RMI1	DCLRE1A	9606.ENSP00000317039	9606.ENSP00000355185	0	0	0	0	0.119	0	0	0.393	0.442
RMI1	WDHD1	9606.ENSP00000317039	9606.ENSP00000353793	0	0	0	0	0.174	0.145	0	0.275	0.443
RMI1	RAD9B	9606.ENSP00000317039	9606.ENSP00000376440	0	0	0	0	0.063	0	0.600	0.067	0.619
RMI1	DNA2	9606.ENSP00000317039	9606.ENSP00000351185	0	0	0	0	0.177	0.243	0.600	0.961	0.989
RNF19A	KIFAP3	9606.ENSP00000428968	9606.ENSP00000354560	0	0	0	0	0.065	0	0	0.415	0.429
RNF217	SCRN3	9606.ENSP00000428698	9606.ENSP00000272732	0	0	0	0	0	0	0	0.449	0.449
RORA	DENND1B	9606.ENSP00000261523	9606.ENSP00000479816	0	0	0	0	0	0	0	0.409	0.408
RORA	IL33	9606.ENSP00000261523	9606.ENSP00000370842	0	0	0	0	0	0	0	0.426	0.426
RORA	IBTK	9606.ENSP00000261523	9606.ENSP00000305721	0	0	0	0	0	0	0	0.649	0.649
RORA	RORB	9606.ENSP00000261523	9606.ENSP00000366093	0	0	0	0.964	0	0	0.800	0.769	0.805
RORA	PPARGC1A	9606.ENSP00000261523	9606.ENSP00000264867	0	0	0	0	0.062	0	0.800	0.443	0.886
RORA	ZEB1	9606.ENSP00000261523	9606.ENSP00000354487	0	0	0	0	0.064	0	0.900	0.174	0.915
RORA	CLOCK	9606.ENSP00000261523	9606.ENSP00000308741	0	0	0	0	0.062	0.101	0.900	0.690	0.970
RORB	RORA	9606.ENSP00000366093	9606.ENSP00000261523	0	0	0	0.964	0	0	0.800	0.769	0.805
RORB	IBTK	9606.ENSP00000366093	9606.ENSP00000305721	0	0	0	0	0	0	0	0.427	0.426
RORB	CLOCK	9606.ENSP00000366093	9606.ENSP00000308741	0	0	0	0	0.062	0.317	0	0.625	0.739
RORB	KCNH5	9606.ENSP00000366093	9606.ENSP00000321427	0	0	0	0	0.104	0	0	0.465	0.500
RPE	FBXO3	9606.ENSP00000352401	9606.ENSP00000265651	0.167	0	0	0	0	0	0	0.559	0.616
RPS6KA6	AGTR2	9606.ENSP00000262752	9606.ENSP00000360973	0	0	0	0	0	0.056	0	0.399	0.408
RPS6KA6	MSL2	9606.ENSP00000262752	9606.ENSP00000311827	0	0	0	0	0.062	0.312	0	0.183	0.426
RPS6KA6	KLHL4	9606.ENSP00000262752	9606.ENSP00000362206	0	0	0	0	0.339	0	0	0.230	0.469
RPS6KA6	RLIM	9606.ENSP00000262752	9606.ENSP00000328059	0	0	0	0	0.273	0	0	0.343	0.502
RPS6KA6	BRWD3	9606.ENSP00000262752	9606.ENSP00000362372	0	0	0	0	0.329	0	0	0.432	0.603
RPS6KA6	NRAS	9606.ENSP00000262752	9606.ENSP00000358548	0	0	0	0	0.055	0.143	0.600	0.083	0.663
RPS6KA6	FAM46D	9606.ENSP00000262752	9606.ENSP00000443410	0	0	0	0	0.678	0	0	0	0.678
RPS6KA6	CREB1	9606.ENSP00000262752	9606.ENSP00000387699	0	0	0	0	0	0.057	0.900	0.226	0.920
RRAS2	EIF3E	9606.ENSP00000256196	9606.ENSP00000220849	0	0	0	0	0.051	0.241	0	0.287	0.441
RRAS2	RABGAP1L	9606.ENSP00000256196	9606.ENSP00000251507	0	0	0	0	0	0.150	0	0.370	0.442
RRAS2	GNAI1	9606.ENSP00000256196	9606.ENSP00000343027	0	0	0	0	0.073	0.205	0	0.267	0.413
RRAS2	LRRK2	9606.ENSP00000256196	9606.ENSP00000298910	0.045	0	0	0	0.062	0.344	0	0.140	0.427
RRAS2	PRKACB	9606.ENSP00000256196	9606.ENSP00000359719	0	0	0	0	0.073	0.256	0	0.305	0.479
RRAS2	ERBB4	9606.ENSP00000256196	9606.ENSP00000342235	0	0	0	0	0.062	0.334	0	0.249	0.490
RRAS2	MAP3K2	9606.ENSP00000256196	9606.ENSP00000387246	0	0	0	0	0.054	0.588	0	0.379	0.736
RRAS2	PIK3R1	9606.ENSP00000256196	9606.ENSP00000428056	0	0	0	0	0	0.321	0.600	0.261	0.781
RRAS2	RASA1	9606.ENSP00000256196	9606.ENSP00000274376	0	0	0	0	0.095	0.112	0.800	0.390	0.888
RRAS2	SOS1	9606.ENSP00000256196	9606.ENSP00000387784	0	0	0	0	0.062	0.525	0.600	0.469	0.892
RRAS2	SHOC2	9606.ENSP00000256196	9606.ENSP00000358464	0	0	0	0	0.131	0.369	0.800	0.291	0.911
RTN4	CANX	9606.ENSP00000337838	9606.ENSP00000247461	0	0	0	0	0	0.094	0	0.430	0.462
RTN4	SEMA3A	9606.ENSP00000337838	9606.ENSP00000265362	0	0	0	0	0	0	0	0.605	0.605
RTN4	KIAA1715	9606.ENSP00000337838	9606.ENSP00000272748	0	0	0	0	0	0.183	0	0.426	0.510
RTN4	SEMA3D	9606.ENSP00000337838	9606.ENSP00000284136	0	0	0	0	0	0	0	0.561	0.561
RTN4	SGCZ	9606.ENSP00000337838	9606.ENSP00000371512	0	0	0	0	0.063	0.398	0	0.048	0.416
RTN4	MOSPD1	9606.ENSP00000337838	9606.ENSP00000359819	0	0	0	0	0.062	0.249	0	0.249	0.425
RTN4	SYT16	9606.ENSP00000337838	9606.ENSP00000478637	0	0	0	0	0.062	0.460	0	0.042	0.472
RTN4	ATL2	9606.ENSP00000337838	9606.ENSP00000368237	0	0	0	0	0.062	0.148	0	0.421	0.497
RXFP1	GNAI1	9606.ENSP00000405841	9606.ENSP00000343027	0	0	0	0	0	0.102	0.800	0.425	0.887
RXFP1	AGTR2	9606.ENSP00000405841	9606.ENSP00000360973	0	0	0	0.572	0.049	0	0	0.911	0.418
SACS	HSPA4	9606.ENSP00000371735	9606.ENSP00000302961	0	0	0	0	0.060	0	0	0.702	0.708
SACS	NKIRAS1	9606.ENSP00000371735	9606.ENSP00000393785	0	0	0	0	0	0	0	0.410	0.410
SACS	HECTD2	9606.ENSP00000371735	9606.ENSP00000401023	0	0	0	0	0.092	0	0	0.422	0.452
SAMD8	RAPGEF6	9606.ENSP00000438042	9606.ENSP00000296859	0	0	0	0	0.062	0	0	0.561	0.570
SAMSN1	CD69	9606.ENSP00000285670	9606.ENSP00000228434	0	0	0	0	0.562	0	0	0.047	0.565
SAMSN1	SLC7A11	9606.ENSP00000285670	9606.ENSP00000280612	0	0	0	0	0.049	0	0	0.544	0.548
SC5D	NFYB	9606.ENSP00000264027	9606.ENSP00000240055	0	0	0	0	0	0	0.900	0.074	0.903
SC5D	STARD4	9606.ENSP00000264027	9606.ENSP00000296632	0	0	0	0	0.090	0	0	0.509	0.534
SC5D	CYP7B1	9606.ENSP00000264027	9606.ENSP00000310721	0	0	0	0	0.143	0.528	0	0.365	0.720
SCN1A	CALM2	9606.ENSP00000303540	9606.ENSP00000272298	0	0	0	0	0.083	0.345	0	0.160	0.452
SCN1A	GABRA6	9606.ENSP00000303540	9606.ENSP00000274545	0	0	0	0	0.219	0	0	0.398	0.510
SCN1A	SCN3A	9606.ENSP00000303540	9606.ENSP00000283254	0	0	0	0.983	0.112	0	0.540	0.885	0.580
SCN1A	KCNT2	9606.ENSP00000303540	9606.ENSP00000294725	0	0	0	0	0.085	0	0	0.403	0.431
SCN1A	GRIA2	9606.ENSP00000303540	9606.ENSP00000296526	0	0	0	0	0.231	0.057	0	0.247	0.406
SCN1A	TRPM8	9606.ENSP00000303540	9606.ENSP00000323926	0	0	0	0	0.053	0	0	0.400	0.408
SCN1A	KCNH5	9606.ENSP00000303540	9606.ENSP00000321427	0	0	0	0	0.111	0	0	0.363	0.410
SCN1A	CNTN1	9606.ENSP00000303540	9606.ENSP00000447006	0	0	0	0	0.134	0	0	0.357	0.419
SCN1A	ERBB2IP	9606.ENSP00000303540	9606.ENSP00000426632	0	0	0	0	0.062	0	0	0.439	0.451
SCN1A	ALG13	9606.ENSP00000303540	9606.ENSP00000378260	0	0	0	0	0	0	0	0.460	0.459
SCN1A	GABRA2	9606.ENSP00000303540	9606.ENSP00000421828	0	0	0	0	0.117	0	0	0.442	0.486
SCN1A	NOVA1	9606.ENSP00000303540	9606.ENSP00000438875	0	0	0	0	0.142	0	0	0.433	0.492
SCN1A	KCNA3	9606.ENSP00000303540	9606.ENSP00000358784	0	0	0	0	0.062	0.165	0	0.412	0.499
SCN1A	PUM2	9606.ENSP00000303540	9606.ENSP00000338173	0	0	0	0	0.068	0.193	0	0.448	0.549
SCN1A	SCN7A	9606.ENSP00000303540	9606.ENSP00000386796	0	0	0	0.943	0	0	0.540	0.663	0.557
SCN1A	FGF14	9606.ENSP00000303540	9606.ENSP00000365301	0	0	0	0	0.157	0.070	0	0.524	0.594
SCN1A	SCN2A	9606.ENSP00000303540	9606.ENSP00000364586	0	0	0	0.984	0.171	0	0.540	0.914	0.608
SCN1A	GNAI1	9606.ENSP00000303540	9606.ENSP00000343027	0	0	0	0	0.083	0.067	0.600	0	0.628
SCN1A	SCN9A	9606.ENSP00000303540	9606.ENSP00000386306	0	0	0	0.979	0.062	0.331	0.540	0.900	0.692
SCN1A	GABRA1	9606.ENSP00000303540	9606.ENSP00000393097	0	0	0	0	0.231	0	0	0.681	0.744
SCN1A	CACNB4	9606.ENSP00000303540	9606.ENSP00000438949	0	0	0	0	0.167	0.346	0	0.571	0.746
SCN1A	PRKACB	9606.ENSP00000303540	9606.ENSP00000359719	0	0	0	0	0.063	0	0.800	0.043	0.804
SCN2A	CALM2	9606.ENSP00000364586	9606.ENSP00000272298	0	0	0	0	0.091	0.863	0	0.302	0.905
SCN2A	GABRA6	9606.ENSP00000364586	9606.ENSP00000274545	0	0	0	0	0.337	0	0	0.246	0.479
SCN2A	SCN3A	9606.ENSP00000364586	9606.ENSP00000283254	0	0	0	0.984	0.269	0.800	0.800	0.886	0.968
SCN2A	GRIA2	9606.ENSP00000364586	9606.ENSP00000296526	0	0	0	0	0.424	0.057	0	0.260	0.563
SCN2A	SCN1A	9606.ENSP00000364586	9606.ENSP00000303540	0	0	0	0.984	0.171	0	0.540	0.914	0.608
SCN2A	CSRNP3	9606.ENSP00000364586	9606.ENSP00000318258	0	0	0	0	0.230	0	0	0.300	0.438
SCN2A	KCNA3	9606.ENSP00000364586	9606.ENSP00000358784	0	0	0	0	0.062	0.165	0	0.540	0.608
SCN2A	RIMS1	9606.ENSP00000364586	9606.ENSP00000428417	0	0	0	0	0.231	0.070	0	0.268	0.431
SCN2A	KCNIP4	9606.ENSP00000364586	9606.ENSP00000371587	0	0	0	0	0.208	0.164	0	0.214	0.434
SCN2A	SLC4A10	9606.ENSP00000364586	9606.ENSP00000393066	0	0	0	0	0.232	0	0	0.299	0.438
SCN2A	ALG13	9606.ENSP00000364586	9606.ENSP00000378260	0	0	0	0	0	0	0	0.457	0.457
SCN2A	SCN7A	9606.ENSP00000364586	9606.ENSP00000386796	0	0	0	0.946	0	0	0.540	0.722	0.557
SCN2A	CACNB4	9606.ENSP00000364586	9606.ENSP00000438949	0	0	0	0	0.156	0.346	0	0.475	0.685
SCN2A	GABRA1	9606.ENSP00000364586	9606.ENSP00000393097	0	0	0	0	0.343	0	0	0.617	0.738
SCN2A	FGF14	9606.ENSP00000364586	9606.ENSP00000365301	0	0	0	0	0.257	0.070	0	0.691	0.768
SCN2A	SCN9A	9606.ENSP00000364586	9606.ENSP00000386306	0	0	0	0.980	0.064	0	0.800	0.905	0.808
SCN3A	CALM2	9606.ENSP00000283254	9606.ENSP00000272298	0	0	0	0	0.062	0.345	0	0.144	0.428
SCN3A	CACNB4	9606.ENSP00000283254	9606.ENSP00000438949	0	0	0	0	0.096	0.346	0	0.098	0.420
SCN3A	SELT	9606.ENSP00000283254	9606.ENSP00000418910	0	0	0	0	0	0	0	0.447	0.447
SCN3A	KCNA3	9606.ENSP00000283254	9606.ENSP00000358784	0	0	0	0	0.062	0.165	0	0.361	0.455
SCN3A	GRIA2	9606.ENSP00000283254	9606.ENSP00000296526	0	0	0	0	0.279	0.057	0	0.274	0.463
SCN3A	CSRNP3	9606.ENSP00000283254	9606.ENSP00000318258	0	0	0	0	0.131	0	0	0.419	0.474
SCN3A	SCN7A	9606.ENSP00000283254	9606.ENSP00000386796	0	0	0	0.943	0	0	0.540	0.818	0.561
SCN3A	SCN1A	9606.ENSP00000283254	9606.ENSP00000303540	0	0	0	0.983	0.112	0	0.540	0.885	0.580
SCN3A	CNTN1	9606.ENSP00000283254	9606.ENSP00000447006	0	0	0	0	0.120	0.270	0	0.505	0.654
SCN3A	SCN9A	9606.ENSP00000283254	9606.ENSP00000386306	0	0	0	0.979	0.062	0	0.800	0.906	0.808
SCN3A	SCN2A	9606.ENSP00000283254	9606.ENSP00000364586	0	0	0	0.984	0.269	0.800	0.800	0.886	0.968
SCN7A	ABCC9	9606.ENSP00000386796	9606.ENSP00000261200	0	0	0	0	0.096	0.057	0	0.394	0.438
SCN7A	SCN3A	9606.ENSP00000386796	9606.ENSP00000283254	0	0	0	0.943	0	0	0.540	0.818	0.561
SCN7A	SCN1A	9606.ENSP00000386796	9606.ENSP00000303540	0	0	0	0.943	0	0	0.540	0.663	0.557
SCN7A	PRKACB	9606.ENSP00000386796	9606.ENSP00000359719	0	0	0	0	0.063	0	0.600	0	0.609
SCN7A	SCN2A	9606.ENSP00000386796	9606.ENSP00000364586	0	0	0	0.946	0	0	0.540	0.722	0.557
SCN7A	SCN9A	9606.ENSP00000386796	9606.ENSP00000386306	0	0	0	0.951	0	0	0.540	0.602	0.553
SCN9A	CALM2	9606.ENSP00000386306	9606.ENSP00000272298	0	0	0	0	0.062	0.345	0	0.144	0.428
SCN9A	SCN3A	9606.ENSP00000386306	9606.ENSP00000283254	0	0	0	0.979	0.062	0	0.800	0.906	0.808
SCN9A	AGL	9606.ENSP00000386306	9606.ENSP00000294724	0	0	0	0	0.053	0	0	0.818	0.820
SCN9A	SCN1A	9606.ENSP00000386306	9606.ENSP00000303540	0	0	0	0.979	0.062	0.331	0.540	0.900	0.692
SCN9A	TRPM8	9606.ENSP00000386306	9606.ENSP00000323926	0	0	0	0	0.053	0	0	0.619	0.623
SCN9A	KCNA3	9606.ENSP00000386306	9606.ENSP00000358784	0	0	0	0	0.062	0.165	0	0.492	0.567
SCN9A	SCN2A	9606.ENSP00000386306	9606.ENSP00000364586	0	0	0	0.980	0.064	0	0.800	0.905	0.808
SCN9A	ATP2C1	9606.ENSP00000386306	9606.ENSP00000421326	0	0	0	0	0.063	0.323	0	0.139	0.406
SCN9A	CACNB4	9606.ENSP00000386306	9606.ENSP00000438949	0	0	0	0	0.062	0.346	0	0.245	0.496
SCN9A	OPRM1	9606.ENSP00000386306	9606.ENSP00000394624	0	0	0	0	0.062	0.056	0	0.517	0.534
SCN9A	SCN7A	9606.ENSP00000386306	9606.ENSP00000386796	0	0	0	0.951	0	0	0.540	0.602	0.553
SCOC	KCNT2	9606.ENSP00000477352	9606.ENSP00000294725	0	0	0	0	0	0	0	0.768	0.768
SCOC	PDE4DIP	9606.ENSP00000477352	9606.ENSP00000358363	0	0	0	0	0	0	0	0.563	0.563
SCOC	CADM2	9606.ENSP00000477352	9606.ENSP00000384193	0	0	0	0	0.076	0	0	0.728	0.738
SCRN3	AP3B1	9606.ENSP00000272732	9606.ENSP00000255194	0	0	0	0	0.064	0	0	0.394	0.409
SCRN3	RNF217	9606.ENSP00000272732	9606.ENSP00000428698	0	0	0	0	0	0	0	0.449	0.449
SCYL2	EPS15	9606.ENSP00000354061	9606.ENSP00000360798	0	0	0	0	0.099	0	0	0.395	0.432
SCYL2	KIAA1033	9606.ENSP00000354061	9606.ENSP00000484713	0	0	0	0	0.202	0	0	0.324	0.437
SCYL2	GNA13	9606.ENSP00000354061	9606.ENSP00000400717	0	0	0	0	0.668	0	0	0	0.668
SEC22A	CNIH1	9606.ENSP00000310521	9606.ENSP00000216416	0	0	0	0	0.050	0.078	0.600	0.130	0.654
SEC22A	BET1	9606.ENSP00000310521	9606.ENSP00000222547	0	0	0	0	0.231	0.532	0.600	0.870	0.978
SEC22A	CTSC	9606.ENSP00000310521	9606.ENSP00000227266	0	0	0	0	0	0	0.600	0.058	0.607
SEC22A	RABGAP1L	9606.ENSP00000310521	9606.ENSP00000251507	0	0	0	0	0.060	0.068	0	0.562	0.583
SEC22A	ARMC8	9606.ENSP00000310521	9606.ENSP00000420333	0	0	0	0	0.075	0	0	0.394	0.415
SEC22A	COG6	9606.ENSP00000310521	9606.ENSP00000397441	0	0	0	0	0.062	0.148	0	0.332	0.420
SEC62	CANX	9606.ENSP00000337688	9606.ENSP00000247461	0	0	0	0	0.379	0.077	0	0.675	0.798
SEC62	DNAJB1	9606.ENSP00000337688	9606.ENSP00000254322	0	0	0	0	0.064	0	0	0.435	0.449
SEC62	HSPA4	9606.ENSP00000337688	9606.ENSP00000302961	0	0	0	0	0.073	0.057	0	0.483	0.508
SEC62	SEL1L	9606.ENSP00000337688	9606.ENSP00000337053	0	0	0	0	0	0	0	0.402	0.402
SEC62	ALG13	9606.ENSP00000337688	9606.ENSP00000378260	0	0	0	0	0.062	0	0	0.418	0.430
SEC62	PHC3	9606.ENSP00000337688	9606.ENSP00000420294	0	0	0	0	0	0	0	0.580	0.580
SEC62	EVI5	9606.ENSP00000337688	9606.ENSP00000359356	0	0	0	0	0.062	0	0	0.581	0.590
SEC62	CCPG1	9606.ENSP00000337688	9606.ENSP00000403400	0	0	0	0	0.097	0	0	0.695	0.713
SEL1L	CANX	9606.ENSP00000337053	9606.ENSP00000247461	0	0	0	0	0.090	0.056	0	0.808	0.821
SEL1L	DNAJB1	9606.ENSP00000337053	9606.ENSP00000254322	0.044	0	0	0	0.053	0.057	0	0.456	0.474
SEL1L	HSPA4	9606.ENSP00000337053	9606.ENSP00000302961	0.046	0	0	0	0.062	0.146	0	0.342	0.430
SEL1L	YOD1	9606.ENSP00000337053	9606.ENSP00000326813	0	0	0	0	0.063	0	0	0.621	0.631
SEL1L	SEC62	9606.ENSP00000337053	9606.ENSP00000337688	0	0	0	0	0	0	0	0.402	0.402
